treated,age,education,black,hispanic,married,re78
FALSE,45,14,FALSE,FALSE,TRUE,30.145622
FALSE,45,14,FALSE,FALSE,TRUE,30.145622
FALSE,27,12,TRUE,FALSE,TRUE,25.860215
FALSE,45,17,FALSE,FALSE,TRUE,6.6497696
FALSE,23,16,FALSE,FALSE,FALSE,31.623349
FALSE,26,17,FALSE,FALSE,TRUE,29.554531
FALSE,27,14,TRUE,FALSE,FALSE,20.688172
FALSE,21,14,FALSE,FALSE,TRUE,0.59109063
FALSE,20,12,FALSE,FALSE,TRUE,19.653763
FALSE,29,12,FALSE,FALSE,TRUE,19.210445
FALSE,22,12,FALSE,TRUE,TRUE,16.218049
FALSE,24,12,FALSE,FALSE,FALSE,19.210445
FALSE,27,12,FALSE,FALSE,TRUE,15.072811
FALSE,23,12,FALSE,FALSE,TRUE,14.777266
FALSE,24,16,FALSE,FALSE,TRUE,37.8298
FALSE,23,16,FALSE,FALSE,FALSE,2.9554531
FALSE,33,14,FALSE,FALSE,TRUE,17.732719
FALSE,21,12,FALSE,FALSE,FALSE,22.165899
FALSE,23,12,FALSE,FALSE,TRUE,0
FALSE,20,12,TRUE,FALSE,TRUE,14.777266
FALSE,24,12,FALSE,FALSE,TRUE,7.3886329
FALSE,29,12,TRUE,FALSE,TRUE,14.777266
FALSE,34,12,FALSE,FALSE,TRUE,10.048541
FALSE,44,12,FALSE,FALSE,TRUE,14.57925
FALSE,23,12,FALSE,FALSE,TRUE,19.210445
FALSE,26,14,TRUE,FALSE,TRUE,21.678249
FALSE,51,12,FALSE,FALSE,TRUE,17.732719
FALSE,41,12,FALSE,FALSE,TRUE,26.599078
FALSE,37,13,FALSE,FALSE,TRUE,17.732719
FALSE,26,16,FALSE,FALSE,TRUE,20.688172
FALSE,24,12,TRUE,FALSE,TRUE,11.821813
FALSE,22,14,TRUE,FALSE,TRUE,21.397481
FALSE,27,12,TRUE,FALSE,TRUE,14.079779
FALSE,23,13,FALSE,FALSE,TRUE,20.688172
FALSE,27,12,FALSE,FALSE,TRUE,19.210445
FALSE,28,12,TRUE,FALSE,TRUE,19.210445
FALSE,21,12,FALSE,FALSE,TRUE,23.643625
FALSE,28,12,FALSE,FALSE,TRUE,0
FALSE,22,13,FALSE,FALSE,TRUE,0
FALSE,20,12,FALSE,FALSE,TRUE,26.599078
FALSE,24,16,FALSE,FALSE,TRUE,27.337942
FALSE,22,12,FALSE,FALSE,TRUE,21.870353
FALSE,27,12,FALSE,TRUE,TRUE,37.8298
FALSE,35,12,TRUE,FALSE,TRUE,21.279263
FALSE,23,16,FALSE,FALSE,TRUE,29.554531
FALSE,22,16,FALSE,FALSE,TRUE,2.9554531
FALSE,23,16,FALSE,FALSE,TRUE,25.121352
FALSE,20,12,FALSE,FALSE,TRUE,31.032258
FALSE,22,12,TRUE,FALSE,TRUE,14.038402
FALSE,24,12,FALSE,FALSE,TRUE,27.96302
FALSE,26,12,FALSE,FALSE,TRUE,0
FALSE,42,12,TRUE,FALSE,TRUE,0
FALSE,28,15,FALSE,FALSE,TRUE,13.986682
FALSE,24,13,FALSE,FALSE,TRUE,32.509985
FALSE,50,12,FALSE,FALSE,TRUE,13.151767
FALSE,50,12,FALSE,FALSE,TRUE,13.151767
FALSE,28,13,FALSE,FALSE,TRUE,14.038402
FALSE,25,12,FALSE,FALSE,TRUE,25.121352
FALSE,31,12,TRUE,FALSE,FALSE,14.777266
FALSE,32,16,TRUE,FALSE,TRUE,28.076805
FALSE,22,12,FALSE,FALSE,TRUE,21.870353
FALSE,22,13,TRUE,FALSE,TRUE,18.660731
FALSE,26,12,TRUE,FALSE,TRUE,11.082949
FALSE,22,12,FALSE,FALSE,TRUE,14.186175
FALSE,29,12,FALSE,FALSE,FALSE,12.615352
FALSE,53,17,FALSE,FALSE,TRUE,15.663902
FALSE,25,12,FALSE,FALSE,TRUE,31.327803
FALSE,26,12,TRUE,FALSE,TRUE,19.949309
FALSE,24,16,FALSE,FALSE,FALSE,19.210445
FALSE,27,17,FALSE,FALSE,FALSE,41.376344
FALSE,46,12,FALSE,FALSE,TRUE,20.688172
FALSE,25,12,TRUE,FALSE,TRUE,10.512547
FALSE,21,13,FALSE,FALSE,FALSE,1.7333733
FALSE,37,12,FALSE,FALSE,TRUE,28.076805
FALSE,37,12,FALSE,FALSE,TRUE,28.076805
FALSE,28,15,TRUE,FALSE,TRUE,31.032258
FALSE,22,12,FALSE,FALSE,FALSE,28.963441
FALSE,22,12,FALSE,FALSE,FALSE,20.688172
FALSE,27,12,FALSE,FALSE,TRUE,19.210445
FALSE,21,13,TRUE,FALSE,TRUE,25.121352
FALSE,49,16,FALSE,FALSE,TRUE,17.732719
FALSE,26,12,FALSE,FALSE,TRUE,0
FALSE,33,14,FALSE,FALSE,TRUE,13.89063
FALSE,28,15,FALSE,FALSE,TRUE,15.959447
FALSE,29,17,FALSE,FALSE,TRUE,25.860215
FALSE,54,16,TRUE,FALSE,TRUE,11.821813
FALSE,25,14,FALSE,TRUE,TRUE,20.702949
FALSE,32,12,FALSE,FALSE,TRUE,13.299539
FALSE,40,12,FALSE,FALSE,TRUE,16.254992
FALSE,40,12,FALSE,FALSE,TRUE,16.254992
FALSE,27,16,FALSE,FALSE,TRUE,22.165899
FALSE,24,12,FALSE,FALSE,TRUE,17.732719
FALSE,43,12,FALSE,FALSE,TRUE,13.831521
FALSE,25,16,FALSE,FALSE,TRUE,19.062673
FALSE,26,12,TRUE,FALSE,TRUE,15.516129
FALSE,34,12,TRUE,FALSE,TRUE,17.732719
FALSE,21,13,FALSE,FALSE,TRUE,25.121352
FALSE,21,12,TRUE,FALSE,TRUE,11.821813
FALSE,23,12,TRUE,FALSE,TRUE,19.210445
FALSE,26,12,FALSE,FALSE,TRUE,35.02212
FALSE,28,14,FALSE,FALSE,TRUE,16.254992
FALSE,26,17,FALSE,FALSE,TRUE,19.210445
FALSE,20,14,FALSE,FALSE,FALSE,26.599078
FALSE,26,12,TRUE,FALSE,TRUE,20.688172
FALSE,21,12,TRUE,FALSE,TRUE,19.210445
FALSE,41,12,FALSE,FALSE,TRUE,32.509985
FALSE,28,16,FALSE,FALSE,TRUE,28.815668
FALSE,23,16,FALSE,FALSE,FALSE,26.599078
FALSE,22,12,FALSE,FALSE,TRUE,31.771121
FALSE,27,14,FALSE,TRUE,FALSE,27.337942
FALSE,26,16,FALSE,FALSE,TRUE,29.554531
FALSE,54,12,FALSE,FALSE,TRUE,0
FALSE,54,12,FALSE,FALSE,TRUE,0
FALSE,54,12,TRUE,FALSE,FALSE,20.688172
FALSE,37,16,FALSE,FALSE,FALSE,29.258986
FALSE,32,13,FALSE,FALSE,TRUE,22.018126
FALSE,29,12,FALSE,FALSE,TRUE,10.196313
FALSE,22,13,FALSE,FALSE,TRUE,35.465438
FALSE,23,12,TRUE,FALSE,TRUE,27.78126
FALSE,36,12,FALSE,FALSE,TRUE,17.444562
FALSE,21,13,FALSE,FALSE,TRUE,14.777266
FALSE,21,12,FALSE,FALSE,TRUE,14.48172
FALSE,26,12,TRUE,FALSE,TRUE,19.505991
FALSE,28,12,TRUE,FALSE,TRUE,13.299539
FALSE,43,12,FALSE,FALSE,TRUE,14.777266
FALSE,27,12,TRUE,FALSE,TRUE,20.460602
FALSE,36,17,FALSE,FALSE,FALSE,29.584086
FALSE,23,12,FALSE,FALSE,TRUE,25.56467
FALSE,31,12,FALSE,FALSE,TRUE,17.732719
FALSE,25,14,FALSE,FALSE,TRUE,18.471582
FALSE,35,12,TRUE,FALSE,TRUE,19.210445
FALSE,23,16,FALSE,FALSE,TRUE,20.688172
FALSE,21,12,FALSE,FALSE,TRUE,28.815668
FALSE,22,12,FALSE,FALSE,FALSE,2.9554531
FALSE,36,12,TRUE,FALSE,TRUE,22.165899
FALSE,21,12,FALSE,FALSE,TRUE,11.969585
FALSE,28,12,FALSE,FALSE,TRUE,0
FALSE,24,12,FALSE,TRUE,TRUE,21.870353
FALSE,30,12,FALSE,FALSE,FALSE,15.146697
FALSE,44,12,FALSE,FALSE,TRUE,17.289401
FALSE,30,12,FALSE,FALSE,TRUE,19.949309
FALSE,34,12,FALSE,FALSE,TRUE,20.688172
FALSE,26,16,FALSE,FALSE,TRUE,40.637481
FALSE,23,16,FALSE,FALSE,TRUE,18.471582
FALSE,20,12,FALSE,FALSE,FALSE,19.653763
FALSE,26,13,FALSE,FALSE,FALSE,8.8663594
FALSE,21,12,TRUE,FALSE,TRUE,7.3886329
FALSE,25,12,FALSE,FALSE,TRUE,17.732719
FALSE,23,15,FALSE,FALSE,TRUE,16.993856
FALSE,25,12,TRUE,FALSE,FALSE,22.904762
FALSE,28,16,FALSE,FALSE,TRUE,17.437174
FALSE,38,14,FALSE,FALSE,TRUE,19.505991
FALSE,29,17,FALSE,FALSE,TRUE,17.732719
FALSE,24,17,FALSE,FALSE,TRUE,20.688172
FALSE,25,16,TRUE,FALSE,TRUE,21.870353
FALSE,55,12,FALSE,FALSE,TRUE,16.254992
FALSE,30,14,FALSE,FALSE,TRUE,0
FALSE,21,12,FALSE,FALSE,FALSE,19.210445
FALSE,26,12,FALSE,FALSE,TRUE,17.732719
FALSE,34,12,FALSE,FALSE,TRUE,16.254992
FALSE,22,12,FALSE,FALSE,TRUE,26.007988
FALSE,22,16,FALSE,FALSE,FALSE,37.682028
FALSE,27,15,FALSE,FALSE,FALSE,23.643625
FALSE,26,12,FALSE,FALSE,FALSE,2.9554531
FALSE,26,16,FALSE,FALSE,TRUE,29.554531
FALSE,24,14,TRUE,FALSE,TRUE,40.637481
FALSE,26,14,TRUE,FALSE,FALSE,28.815668
FALSE,23,12,TRUE,FALSE,TRUE,7.5659601
FALSE,28,14,FALSE,FALSE,FALSE,1.9210445
FALSE,21,12,FALSE,FALSE,TRUE,0
FALSE,30,12,FALSE,FALSE,TRUE,18.978442
FALSE,24,12,FALSE,FALSE,TRUE,25.121352
FALSE,51,12,FALSE,FALSE,TRUE,17.732719
FALSE,21,14,FALSE,FALSE,FALSE,35.465438
FALSE,22,14,TRUE,FALSE,TRUE,24.086943
FALSE,24,12,FALSE,FALSE,TRUE,23.080611
FALSE,23,15,FALSE,FALSE,TRUE,25.514427
FALSE,26,14,FALSE,FALSE,TRUE,38.716436
FALSE,45,12,FALSE,FALSE,TRUE,18.176037
FALSE,46,13,FALSE,FALSE,TRUE,14.777266
FALSE,29,12,FALSE,FALSE,TRUE,33.544393
FALSE,26,14,FALSE,FALSE,TRUE,24.530261
FALSE,27,16,FALSE,FALSE,TRUE,22.165899
FALSE,26,14,FALSE,FALSE,TRUE,14.771355
FALSE,20,15,FALSE,FALSE,TRUE,18.471582
FALSE,23,12,FALSE,FALSE,TRUE,21.427035
FALSE,30,16,FALSE,FALSE,TRUE,15.516129
FALSE,24,12,FALSE,FALSE,TRUE,16.254992
FALSE,23,12,FALSE,FALSE,TRUE,23.643625
FALSE,34,12,FALSE,FALSE,TRUE,0
FALSE,24,12,FALSE,TRUE,TRUE,22.165899
FALSE,43,12,TRUE,FALSE,TRUE,21.858531
FALSE,28,14,TRUE,FALSE,TRUE,16.254992
FALSE,20,12,FALSE,FALSE,TRUE,28.815668
FALSE,23,12,TRUE,FALSE,TRUE,15.516129
FALSE,27,14,TRUE,FALSE,TRUE,26.599078
FALSE,53,12,FALSE,FALSE,TRUE,19.210445
FALSE,28,16,FALSE,FALSE,TRUE,22.165899
FALSE,26,12,FALSE,FALSE,TRUE,25.121352
FALSE,25,15,FALSE,FALSE,TRUE,18.619355
FALSE,29,14,FALSE,FALSE,TRUE,19.699573
FALSE,26,12,TRUE,FALSE,TRUE,23.643625
FALSE,55,16,FALSE,FALSE,TRUE,22.165899
FALSE,22,12,FALSE,TRUE,TRUE,14.777266
FALSE,33,12,FALSE,FALSE,TRUE,15.811674
FALSE,34,14,FALSE,TRUE,TRUE,8.8663594
FALSE,24,12,FALSE,FALSE,TRUE,19.949309
FALSE,24,12,FALSE,FALSE,TRUE,32.509985
FALSE,26,12,TRUE,FALSE,TRUE,18.471582
FALSE,45,12,FALSE,FALSE,TRUE,19.949309
FALSE,22,12,FALSE,FALSE,TRUE,23.643625
FALSE,55,14,FALSE,FALSE,TRUE,2.0688172
FALSE,24,12,FALSE,FALSE,TRUE,11.526267
FALSE,23,12,FALSE,FALSE,TRUE,4.4331797
FALSE,24,13,TRUE,FALSE,FALSE,22.165899
FALSE,31,13,FALSE,FALSE,TRUE,23.643625
FALSE,43,12,FALSE,FALSE,TRUE,28.076805
FALSE,43,12,FALSE,FALSE,TRUE,28.076805
FALSE,23,12,TRUE,FALSE,TRUE,12.294685
FALSE,22,12,FALSE,FALSE,TRUE,20.688172
FALSE,30,12,TRUE,FALSE,TRUE,19.210445
FALSE,28,12,FALSE,FALSE,FALSE,16.240215
FALSE,28,12,FALSE,FALSE,TRUE,20.688172
FALSE,21,12,FALSE,FALSE,FALSE,26.599078
FALSE,28,13,FALSE,FALSE,TRUE,22.452578
FALSE,25,14,FALSE,FALSE,TRUE,9.9746544
FALSE,54,12,FALSE,FALSE,TRUE,23.643625
FALSE,26,16,FALSE,FALSE,TRUE,20.983717
FALSE,26,16,FALSE,FALSE,TRUE,28.076805
FALSE,49,13,FALSE,FALSE,TRUE,17.732719
FALSE,21,13,TRUE,FALSE,FALSE,21.870353
FALSE,26,16,FALSE,FALSE,TRUE,18.471582
FALSE,30,12,TRUE,FALSE,TRUE,22.165899
FALSE,21,13,FALSE,FALSE,TRUE,27.337942
FALSE,33,12,FALSE,FALSE,TRUE,20.688172
FALSE,33,12,FALSE,FALSE,TRUE,20.688172
FALSE,40,12,FALSE,FALSE,TRUE,17.289401
FALSE,27,16,FALSE,FALSE,TRUE,25.860215
FALSE,21,12,FALSE,FALSE,TRUE,28.224578
FALSE,31,12,FALSE,FALSE,TRUE,16.254992
FALSE,27,14,TRUE,FALSE,TRUE,13.299539
FALSE,47,17,FALSE,FALSE,TRUE,35.465438
FALSE,32,12,TRUE,FALSE,TRUE,17.732719
FALSE,28,12,TRUE,FALSE,FALSE,19.949309
FALSE,35,14,FALSE,FALSE,TRUE,22.424501
FALSE,26,14,FALSE,FALSE,TRUE,28.076805
FALSE,37,12,FALSE,FALSE,TRUE,23.052535
FALSE,23,12,FALSE,FALSE,FALSE,32.953303
FALSE,44,12,TRUE,FALSE,TRUE,19.210445
FALSE,44,12,TRUE,FALSE,TRUE,19.210445
FALSE,36,12,TRUE,FALSE,TRUE,33.692166
FALSE,26,12,FALSE,FALSE,TRUE,24.973579
FALSE,23,14,FALSE,FALSE,TRUE,28.076805
FALSE,32,13,TRUE,FALSE,TRUE,26.599078
FALSE,33,12,FALSE,FALSE,FALSE,17.502194
FALSE,37,12,TRUE,FALSE,TRUE,32.509985
FALSE,27,12,FALSE,FALSE,TRUE,19.505991
FALSE,43,12,FALSE,FALSE,TRUE,26.15576
FALSE,27,16,FALSE,FALSE,TRUE,18.471582
FALSE,24,12,FALSE,FALSE,TRUE,18.32381
FALSE,24,12,FALSE,FALSE,TRUE,23.052535
FALSE,34,12,TRUE,FALSE,FALSE,12.560676
FALSE,42,12,FALSE,FALSE,TRUE,19.210445
FALSE,24,13,TRUE,FALSE,TRUE,12.560676
FALSE,27,12,FALSE,FALSE,TRUE,22.165899
FALSE,23,12,TRUE,FALSE,TRUE,13.299539
FALSE,26,16,FALSE,FALSE,TRUE,26.599078
FALSE,27,12,TRUE,FALSE,TRUE,19.210445
FALSE,37,12,TRUE,FALSE,TRUE,25.860215
FALSE,37,12,FALSE,FALSE,TRUE,16.993856
FALSE,26,12,FALSE,TRUE,TRUE,13.299539
FALSE,23,12,FALSE,FALSE,TRUE,16.993856
FALSE,26,13,FALSE,FALSE,TRUE,18.471582
FALSE,27,16,FALSE,FALSE,TRUE,0
FALSE,27,12,FALSE,FALSE,FALSE,23.643625
FALSE,29,14,FALSE,FALSE,TRUE,23.052535
FALSE,25,16,FALSE,FALSE,TRUE,33.396621
FALSE,26,12,FALSE,FALSE,TRUE,24.627791
FALSE,22,14,FALSE,FALSE,TRUE,17.289401
FALSE,28,12,FALSE,FALSE,TRUE,29.554531
FALSE,46,12,FALSE,FALSE,TRUE,20.431048
FALSE,33,17,FALSE,FALSE,FALSE,1.5397911
FALSE,23,12,FALSE,FALSE,TRUE,25.121352
FALSE,23,12,FALSE,FALSE,TRUE,0
FALSE,23,13,FALSE,FALSE,TRUE,31.032258
FALSE,26,16,FALSE,FALSE,TRUE,25.56467
FALSE,24,16,TRUE,FALSE,FALSE,23.643625
FALSE,37,12,TRUE,FALSE,TRUE,14.777266
FALSE,50,16,FALSE,FALSE,FALSE,23.643625
FALSE,26,13,FALSE,FALSE,TRUE,23.643625
FALSE,21,12,TRUE,FALSE,FALSE,22.165899
FALSE,25,12,TRUE,FALSE,TRUE,24.642568
FALSE,24,13,TRUE,FALSE,TRUE,18.442028
FALSE,24,12,TRUE,FALSE,FALSE,19.210445
FALSE,32,14,TRUE,FALSE,TRUE,14.777266
FALSE,27,16,FALSE,FALSE,TRUE,17.720897
FALSE,21,12,FALSE,TRUE,TRUE,17.732719
FALSE,24,16,FALSE,FALSE,TRUE,31.032258
FALSE,45,14,FALSE,FALSE,TRUE,17.732719
FALSE,38,12,FALSE,FALSE,TRUE,16.286025
FALSE,27,15,FALSE,FALSE,TRUE,23.643625
FALSE,20,12,TRUE,FALSE,TRUE,12.708449
FALSE,23,12,TRUE,FALSE,TRUE,22.165899
FALSE,33,12,FALSE,FALSE,TRUE,25.014955
FALSE,24,13,FALSE,FALSE,TRUE,22.313671
FALSE,44,12,FALSE,FALSE,TRUE,15.368356
FALSE,34,12,TRUE,FALSE,TRUE,19.210445
FALSE,23,12,TRUE,FALSE,TRUE,14.777266
FALSE,27,12,TRUE,FALSE,TRUE,25.121352
FALSE,25,16,FALSE,FALSE,TRUE,25.712442
FALSE,22,12,FALSE,FALSE,TRUE,23.643625
FALSE,24,16,FALSE,FALSE,FALSE,16.993856
FALSE,23,12,FALSE,FALSE,TRUE,16.254992
FALSE,31,16,FALSE,FALSE,TRUE,17.732719
FALSE,23,12,TRUE,FALSE,TRUE,26.599078
FALSE,27,12,FALSE,FALSE,TRUE,32.657757
FALSE,20,12,TRUE,FALSE,TRUE,23.643625
FALSE,20,12,FALSE,FALSE,TRUE,17.732719
FALSE,52,15,FALSE,FALSE,TRUE,17.437174
FALSE,33,16,FALSE,FALSE,TRUE,26.599078
FALSE,40,12,FALSE,FALSE,TRUE,21.279263
FALSE,31,12,TRUE,FALSE,TRUE,20.259631
FALSE,35,12,FALSE,FALSE,TRUE,22.53533
FALSE,33,12,FALSE,FALSE,FALSE,13.299539
FALSE,22,12,FALSE,FALSE,TRUE,17.732719
FALSE,29,16,TRUE,FALSE,TRUE,42.854071
FALSE,26,12,FALSE,FALSE,TRUE,21.982661
FALSE,23,12,FALSE,FALSE,TRUE,24.884916
FALSE,30,12,FALSE,FALSE,TRUE,23.34808
FALSE,43,12,FALSE,FALSE,TRUE,22.165899
FALSE,43,12,FALSE,FALSE,TRUE,22.165899
FALSE,31,12,FALSE,FALSE,TRUE,25.121352
FALSE,23,12,FALSE,FALSE,TRUE,20.688172
FALSE,23,13,FALSE,FALSE,TRUE,21.279263
FALSE,28,16,FALSE,FALSE,TRUE,32.509985
FALSE,30,12,FALSE,FALSE,TRUE,29.554531
FALSE,53,12,TRUE,FALSE,TRUE,23.643625
FALSE,32,12,FALSE,FALSE,TRUE,29.554531
FALSE,43,12,FALSE,FALSE,TRUE,29.338783
FALSE,43,12,FALSE,FALSE,TRUE,29.338783
FALSE,37,17,FALSE,FALSE,FALSE,22.165899
FALSE,23,12,TRUE,FALSE,TRUE,21.427035
FALSE,28,12,TRUE,FALSE,TRUE,25.860215
FALSE,27,14,TRUE,FALSE,FALSE,28.815668
FALSE,46,12,FALSE,FALSE,FALSE,29.554531
FALSE,30,12,TRUE,FALSE,TRUE,25.897158
FALSE,35,17,FALSE,FALSE,TRUE,36.943164
FALSE,26,15,FALSE,FALSE,TRUE,23.643625
FALSE,25,12,FALSE,FALSE,TRUE,23.643625
FALSE,24,12,FALSE,FALSE,TRUE,25.121352
FALSE,22,14,FALSE,FALSE,TRUE,22.284117
FALSE,27,13,FALSE,FALSE,TRUE,36.943164
FALSE,36,12,TRUE,FALSE,TRUE,23.643625
FALSE,35,13,FALSE,FALSE,TRUE,14.777266
FALSE,34,12,TRUE,FALSE,TRUE,31.032258
FALSE,28,14,FALSE,FALSE,TRUE,31.032258
FALSE,18,12,FALSE,FALSE,TRUE,26.599078
FALSE,21,12,FALSE,FALSE,TRUE,56.892473
FALSE,28,16,TRUE,FALSE,TRUE,21.279263
FALSE,24,14,FALSE,FALSE,TRUE,0
FALSE,30,12,FALSE,FALSE,TRUE,33.987711
FALSE,42,12,FALSE,FALSE,TRUE,0
FALSE,24,12,FALSE,FALSE,TRUE,29.554531
FALSE,40,12,FALSE,FALSE,TRUE,17.732719
FALSE,25,17,FALSE,FALSE,TRUE,22.904762
FALSE,27,17,FALSE,FALSE,TRUE,28.520123
FALSE,24,16,FALSE,FALSE,TRUE,42.854071
FALSE,25,16,TRUE,FALSE,FALSE,23.052535
FALSE,53,16,FALSE,FALSE,TRUE,19.930098
FALSE,28,12,FALSE,FALSE,TRUE,32.509985
FALSE,20,12,FALSE,FALSE,TRUE,16.993856
FALSE,26,12,FALSE,FALSE,TRUE,22.165899
FALSE,33,12,FALSE,FALSE,TRUE,20.688172
FALSE,24,14,FALSE,FALSE,FALSE,12.412903
FALSE,38,12,TRUE,FALSE,FALSE,16.254992
FALSE,27,12,FALSE,FALSE,TRUE,24.530261
FALSE,27,16,FALSE,FALSE,TRUE,88.663594
FALSE,31,13,FALSE,FALSE,TRUE,29.554531
FALSE,26,15,FALSE,FALSE,TRUE,23.643625
FALSE,28,16,FALSE,FALSE,TRUE,22.165899
FALSE,26,17,FALSE,FALSE,TRUE,35.465438
FALSE,52,12,FALSE,FALSE,TRUE,20.688172
FALSE,25,12,FALSE,FALSE,TRUE,22.461444
FALSE,24,12,FALSE,FALSE,TRUE,22.165899
FALSE,41,12,FALSE,FALSE,TRUE,25.310501
FALSE,40,12,FALSE,FALSE,TRUE,32.586826
FALSE,40,12,FALSE,FALSE,TRUE,32.586826
FALSE,32,13,FALSE,FALSE,TRUE,7.3886329
FALSE,24,12,TRUE,FALSE,TRUE,31.032258
FALSE,46,12,TRUE,FALSE,TRUE,7.8821935
FALSE,31,13,FALSE,FALSE,TRUE,31.032258
FALSE,25,15,FALSE,FALSE,FALSE,39.011982
FALSE,29,12,FALSE,FALSE,TRUE,44.331797
FALSE,25,14,FALSE,FALSE,FALSE,17.437174
FALSE,42,16,FALSE,FALSE,TRUE,22.165899
FALSE,24,12,FALSE,FALSE,TRUE,27.485714
FALSE,25,14,TRUE,FALSE,TRUE,26.303533
FALSE,44,12,FALSE,FALSE,TRUE,20.963029
FALSE,27,12,FALSE,FALSE,FALSE,23.34808
FALSE,28,14,FALSE,FALSE,TRUE,28.446237
FALSE,33,16,FALSE,FALSE,TRUE,22.018126
FALSE,25,16,FALSE,FALSE,TRUE,26.229647
FALSE,26,12,TRUE,FALSE,TRUE,25.121352
FALSE,39,12,FALSE,FALSE,TRUE,15.049167
FALSE,31,14,FALSE,FALSE,TRUE,19.653763
FALSE,31,14,FALSE,FALSE,TRUE,19.653763
FALSE,23,13,TRUE,FALSE,TRUE,23.643625
FALSE,42,12,FALSE,FALSE,TRUE,12.232621
FALSE,36,14,FALSE,FALSE,TRUE,0
FALSE,26,12,FALSE,FALSE,TRUE,21.279263
FALSE,46,17,FALSE,FALSE,FALSE,24.787386
FALSE,31,12,FALSE,FALSE,TRUE,35.465438
FALSE,27,12,TRUE,FALSE,TRUE,21.722581
FALSE,25,12,FALSE,TRUE,TRUE,25.558759
FALSE,42,16,FALSE,FALSE,TRUE,41.376344
FALSE,28,12,FALSE,FALSE,TRUE,0
FALSE,28,12,FALSE,FALSE,TRUE,21.722581
FALSE,27,13,FALSE,FALSE,TRUE,16.254992
FALSE,35,12,TRUE,FALSE,TRUE,15.63878
FALSE,35,12,TRUE,FALSE,TRUE,15.63878
FALSE,26,12,FALSE,FALSE,TRUE,26.599078
FALSE,19,12,FALSE,FALSE,TRUE,19.210445
FALSE,29,12,FALSE,FALSE,TRUE,20.688172
FALSE,34,12,TRUE,FALSE,TRUE,25.121352
FALSE,28,16,FALSE,FALSE,TRUE,44.331797
FALSE,31,16,FALSE,FALSE,TRUE,23.34808
FALSE,37,15,TRUE,FALSE,FALSE,17.732719
FALSE,40,12,FALSE,FALSE,TRUE,31.032258
FALSE,37,12,FALSE,FALSE,TRUE,44.331797
FALSE,48,12,FALSE,FALSE,TRUE,0
FALSE,43,12,FALSE,FALSE,TRUE,19.210445
FALSE,26,16,FALSE,FALSE,TRUE,28.815668
FALSE,29,12,FALSE,FALSE,TRUE,19.949309
FALSE,27,12,FALSE,FALSE,TRUE,23.052535
FALSE,22,14,FALSE,FALSE,TRUE,23.200307
FALSE,23,12,FALSE,FALSE,TRUE,26.599078
FALSE,21,12,FALSE,FALSE,TRUE,12.534077
FALSE,36,12,FALSE,FALSE,TRUE,23.643625
FALSE,26,16,FALSE,FALSE,TRUE,29.492467
FALSE,33,12,FALSE,FALSE,TRUE,21.427035
FALSE,37,12,FALSE,FALSE,TRUE,24.382488
FALSE,29,16,FALSE,FALSE,FALSE,33.248848
FALSE,25,14,FALSE,FALSE,TRUE,31.505131
FALSE,27,16,FALSE,FALSE,TRUE,27.633487
FALSE,41,17,FALSE,FALSE,TRUE,22.904762
FALSE,29,16,FALSE,FALSE,TRUE,23.643625
FALSE,34,14,FALSE,FALSE,TRUE,22.165899
FALSE,45,12,FALSE,FALSE,TRUE,26.633066
FALSE,41,12,TRUE,FALSE,TRUE,21.427035
FALSE,35,13,TRUE,FALSE,TRUE,26.423229
FALSE,23,12,FALSE,FALSE,TRUE,58.665745
FALSE,43,17,FALSE,FALSE,FALSE,36.943164
FALSE,21,12,FALSE,FALSE,TRUE,38.420891
FALSE,22,12,FALSE,FALSE,TRUE,35.465438
FALSE,25,17,FALSE,FALSE,TRUE,53.93702
FALSE,23,16,FALSE,FALSE,TRUE,44.331797
FALSE,28,14,FALSE,FALSE,TRUE,22.165899
FALSE,44,13,FALSE,FALSE,TRUE,22.165899
FALSE,23,12,FALSE,FALSE,FALSE,2.2165899
FALSE,39,14,FALSE,FALSE,TRUE,18.619355
FALSE,23,12,FALSE,FALSE,TRUE,25.121352
FALSE,24,14,TRUE,FALSE,TRUE,18.767127
FALSE,24,13,FALSE,TRUE,TRUE,35.317665
FALSE,51,12,FALSE,FALSE,TRUE,24.382488
FALSE,34,12,FALSE,FALSE,TRUE,21.13149
FALSE,27,12,FALSE,FALSE,TRUE,18.32381
FALSE,29,17,FALSE,FALSE,TRUE,22.165899
FALSE,26,14,TRUE,FALSE,TRUE,36.943164
FALSE,26,13,FALSE,TRUE,TRUE,25.860215
FALSE,23,14,FALSE,FALSE,FALSE,41.376344
FALSE,46,12,FALSE,FALSE,TRUE,23.643625
FALSE,27,12,FALSE,FALSE,FALSE,61.768971
FALSE,30,17,TRUE,FALSE,TRUE,33.248848
FALSE,25,12,TRUE,FALSE,TRUE,29.554531
FALSE,27,14,FALSE,FALSE,TRUE,26.599078
FALSE,27,17,FALSE,FALSE,TRUE,14.777266
FALSE,50,12,FALSE,FALSE,TRUE,26.876891
FALSE,50,12,FALSE,FALSE,TRUE,26.876891
FALSE,50,12,FALSE,FALSE,TRUE,26.876891
FALSE,48,12,FALSE,FALSE,TRUE,25.399164
FALSE,24,16,FALSE,FALSE,TRUE,29.037327
FALSE,25,12,FALSE,TRUE,TRUE,31.032258
FALSE,37,12,FALSE,FALSE,TRUE,23.26976
